Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Month,Day,Hour,DayOfWeek
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1423,14.0,26.0,24.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,823,8.0,15.0,66.0,2004,12,31,12,Friday
OFFENSE INVOLVING CHILDREN,APARTMENT,True,False,632,6.0,6.0,44.0,2004,1,1,23,Thursday
THEFT,APARTMENT,False,False,2111,2.0,25.0,34.0,2004,12,27,12,Monday
THEFT,RESIDENCE,False,False,324,3.0,8.0,43.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,1031,10.0,22.0,30.0,2001,7,18,9,Wednesday
THEFT,OTHER,False,False,311,3.0,20.0,40.0,2003,10,2,7,Thursday
THEFT,APARTMENT,False,False,2525,25.0,35.0,22.0,2002,2,1,9,Friday
THEFT,RESIDENCE,False,False,924,9.0,11.0,60.0,2001,6,1,0,Friday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,522,5.0,34.0,53.0,2002,10,1,12,Tuesday
THEFT,APARTMENT,False,False,1712,17.0,39.0,14.0,2002,5,1,0,Wednesday
THEFT,RESIDENCE,False,False,431,4.0,10.0,51.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,524,5.0,34.0,53.0,2004,9,23,9,Thursday
THEFT,RESIDENCE,False,False,511,5.0,9.0,49.0,2001,12,31,0,Monday
THEFT,RESIDENCE,False,False,2222,22.0,21.0,73.0,2003,5,3,0,Saturday
THEFT,RESIDENCE,False,False,512,5.0,9.0,50.0,2004,8,1,0,Sunday
THEFT,RESIDENCE,False,False,1131,11.0,24.0,26.0,2004,7,21,12,Wednesday
THEFT,RESIDENCE,False,False,413,4.0,8.0,47.0,2003,5,6,9,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,1613,16.0,41.0,10.0,2002,9,1,0,Sunday
DECEPTIVE PRACTICE,DEPARTMENT STORE,False,False,123,1.0,42.0,32.0,2004,5,3,16,Monday
THEFT,APARTMENT,False,False,1632,16.0,36.0,17.0,2002,1,1,9,Tuesday
THEFT,RESIDENCE,False,False,1133,11.0,24.0,27.0,2001,9,1,9,Saturday
THEFT,STREET,False,False,2531,25.0,29.0,25.0,2004,1,9,0,Friday
SEX OFFENSE,RESIDENCE,False,True,2514,25.0,31.0,19.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,831,8.0,15.0,66.0,2004,1,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1624,16.0,38.0,15.0,2002,5,4,0,Saturday
THEFT,RESIDENCE,False,False,112,1.0,2.0,32.0,2004,12,21,8,Tuesday
DECEPTIVE PRACTICE,OTHER,False,False,314,3.0,20.0,42.0,2004,10,21,12,Thursday
THEFT,RESIDENCE,False,False,913,9.0,12.0,58.0,2003,10,27,8,Monday
THEFT,RESIDENCE,False,False,1833,18.0,42.0,8.0,2001,7,1,9,Sunday
MOTOR VEHICLE THEFT,STREET,False,False,735,7.0,17.0,67.0,2004,6,26,12,Saturday
THEFT,APARTMENT,False,True,2133,2.0,5.0,41.0,2002,9,1,0,Sunday
THEFT,RESIDENCE,False,False,1022,10.0,24.0,29.0,2001,11,26,12,Monday
THEFT,RESIDENCE,False,False,323,3.0,6.0,69.0,2001,7,1,9,Sunday
THEFT,APARTMENT,False,False,932,9.0,16.0,61.0,2003,2,27,0,Thursday
THEFT,RESIDENCE,False,False,831,8.0,18.0,66.0,2004,1,1,0,Thursday
CRIM SEXUAL ASSAULT,MEDICAL/DENTAL OFFICE,False,False,2223,22.0,21.0,73.0,2004,1,9,15,Friday
THEFT,OTHER,False,False,2332,19.0,44.0,6.0,2004,7,3,0,Saturday
THEFT,RESIDENCE,False,False,1633,16.0,36.0,17.0,2004,4,1,9,Thursday
THEFT,RESIDENCE,False,False,2524,25.0,30.0,22.0,2003,1,1,0,Wednesday
THEFT,OTHER,False,False,723,7.0,16.0,68.0,2002,8,1,0,Thursday
THEFT,RESIDENCE,False,False,213,2.0,3.0,38.0,2003,12,31,8,Wednesday
THEFT,RESIDENCE,False,False,1021,10.0,24.0,29.0,2003,8,28,7,Thursday
THEFT,OTHER,False,False,924,9.0,11.0,60.0,2001,3,21,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,834,8.0,13.0,70.0,2004,12,1,6,Wednesday
THEFT,APARTMENT,False,False,732,7.0,17.0,68.0,2004,1,1,9,Thursday
THEFT,RESIDENCE,False,False,2211,22.0,19.0,74.0,2004,2,4,0,Wednesday
THEFT,RESIDENCE,False,False,1213,12.0,27.0,28.0,2004,11,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,735,7.0,17.0,67.0,2004,6,30,23,Wednesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,414,4.0,7.0,46.0,2001,1,1,12,Monday
CRIM SEXUAL ASSAULT,APARTMENT,False,False,1431,14.0,1.0,22.0,2001,7,29,23,Sunday
DECEPTIVE PRACTICE,STREET,False,False,1122,11.0,28.0,26.0,2001,6,21,11,Thursday
THEFT,RESIDENCE,False,False,2521,25.0,31.0,19.0,2003,1,1,0,Wednesday
OTHER OFFENSE,APARTMENT,False,False,1824,18.0,42.0,8.0,2004,1,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,2515,25.0,29.0,19.0,2002,11,18,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2223,22.0,21.0,73.0,2002,12,25,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,313,3.0,20.0,42.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,815,8.0,23.0,62.0,2001,4,1,12,Sunday
THEFT,APARTMENT,False,False,2011,20.0,40.0,4.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1022,10.0,24.0,30.0,2004,1,1,0,Thursday
SEX OFFENSE,RESIDENCE,False,False,1624,16.0,38.0,15.0,2003,11,1,0,Saturday
THEFT,OTHER,False,False,1112,11.0,27.0,23.0,2001,10,1,9,Monday
THEFT,RESIDENCE,False,False,1312,12.0,1.0,24.0,2003,11,14,0,Friday
THEFT,APARTMENT,False,False,2011,20.0,40.0,4.0,2003,10,10,12,Friday
THEFT,RESIDENCE,False,False,2322,19.0,46.0,3.0,2003,8,19,0,Tuesday
THEFT,RESIDENCE,False,True,1624,16.0,38.0,15.0,2002,7,1,0,Monday
THEFT,RESIDENCE,False,False,2234,22.0,34.0,75.0,2003,1,1,0,Wednesday
THEFT,CHA APARTMENT,False,False,1511,15.0,29.0,25.0,2003,1,1,0,Wednesday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,1611,16.0,45.0,10.0,2002,9,16,9,Monday
THEFT,RESIDENCE,False,False,621,6.0,17.0,71.0,2003,6,12,9,Thursday
THEFT,RESIDENCE,False,False,914,9.0,12.0,58.0,2004,8,17,12,Tuesday
MOTOR VEHICLE THEFT,STREET,False,False,1023,10.0,28.0,29.0,2003,6,12,0,Thursday
THEFT,SMALL RETAIL STORE,False,False,1024,10.0,24.0,30.0,2004,6,1,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1621,16.0,45.0,11.0,2003,7,15,0,Tuesday
THEFT,RESIDENCE,False,False,512,5.0,34.0,49.0,2003,8,21,0,Thursday
NARCOTICS,SIDEWALK,True,False,1132,11.0,24.0,29.0,2004,1,13,10,Tuesday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,2522,25.0,30.0,20.0,2004,1,1,16,Thursday
THEFT,RESIDENCE,False,False,313,3.0,20.0,42.0,2003,7,1,0,Tuesday
THEFT,APARTMENT,False,False,1624,16.0,45.0,15.0,2003,1,1,12,Wednesday
THEFT,RESIDENCE,False,False,2534,25.0,30.0,20.0,2004,11,28,0,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,423,4.0,7.0,48.0,2004,2,1,12,Sunday
DECEPTIVE PRACTICE,BANK,False,False,112,1.0,42.0,32.0,2002,9,1,9,Sunday
THEFT,RESIDENCE,False,False,912,9.0,14.0,58.0,2004,10,1,10,Friday
THEFT,RESIDENCE,False,False,912,9.0,14.0,58.0,2003,8,2,9,Saturday
SEX OFFENSE,RESIDENCE,False,True,2535,25.0,27.0,23.0,2004,1,1,0,Thursday
HOMICIDE,CHA STAIRWELL,False,False,1125,11.0,2.0,28.0,2001,1,1,10,Monday
THEFT,RESIDENCE,False,False,513,5.0,34.0,49.0,2003,12,19,0,Friday
THEFT,RESIDENCE,False,False,2123,2.0,4.0,39.0,2003,5,1,0,Thursday
THEFT,RESIDENCE,False,False,825,8.0,15.0,66.0,2004,10,1,0,Friday
DECEPTIVE PRACTICE,CURRENCY EXCHANGE,False,False,2514,25.0,30.0,19.0,2004,8,6,12,Friday
THEFT,RESIDENCE,False,False,424,4.0,10.0,46.0,2004,3,3,12,Wednesday
THEFT,SMALL RETAIL STORE,False,False,113,1.0,42.0,32.0,2003,2,1,12,Saturday
HOMICIDE,AUTO,False,False,1414,14.0,35.0,22.0,2001,1,1,15,Monday
THEFT,RESIDENCE,False,False,2534,25.0,37.0,23.0,2003,12,3,13,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,823,8.0,16.0,66.0,2004,4,26,0,Monday
THEFT,RESIDENCE,False,False,132,1.0,2.0,33.0,2003,10,1,0,Wednesday
THEFT,RESIDENCE,False,False,512,5.0,34.0,49.0,2002,3,30,0,Saturday
HOMICIDE,BASEMENT,True,False,1021,10.0,24.0,25.0,2001,1,4,22,Thursday
THEFT,RESIDENCE,False,False,524,5.0,34.0,53.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,823,8.0,15.0,66.0,2003,1,25,15,Saturday
THEFT,RESIDENCE,False,False,1223,12.0,25.0,31.0,2004,3,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,1421,14.0,35.0,22.0,2004,5,1,17,Saturday
THEFT,RESIDENCE,False,False,2512,25.0,36.0,18.0,2004,3,1,23,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,True,True,1421,14.0,35.0,22.0,2002,7,16,8,Tuesday
HOMICIDE,STREET,True,False,2535,25.0,24.0,25.0,2001,1,6,10,Saturday
THEFT,RESIDENCE,False,False,1531,15.0,37.0,25.0,2004,7,7,9,Wednesday
DECEPTIVE PRACTICE,OTHER,False,False,1421,14.0,35.0,22.0,2004,12,28,8,Tuesday
SEX OFFENSE,APARTMENT,False,False,1722,17.0,38.0,16.0,2001,3,8,14,Thursday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,1311,12.0,26.0,24.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,2534,25.0,30.0,23.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,2312,19.0,46.0,3.0,2002,12,24,9,Tuesday
THEFT,RESIDENCE,False,False,1411,14.0,35.0,21.0,2003,1,1,9,Wednesday
THEFT,RESIDENCE,False,False,1223,12.0,25.0,31.0,2004,1,1,9,Thursday
THEFT,RESIDENCE,False,False,1523,15.0,37.0,25.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1512,15.0,29.0,25.0,2004,8,1,0,Sunday
HOMICIDE,STREET,False,False,611,6.0,24.0,25.0,2001,1,5,16,Friday
THEFT,RESIDENCE,False,False,522,5.0,34.0,49.0,2004,4,15,0,Thursday
DECEPTIVE PRACTICE,DEPARTMENT STORE,False,False,122,1.0,42.0,32.0,2001,10,1,12,Monday
THEFT,RESIDENCE,False,False,211,2.0,3.0,35.0,2004,1,2,10,Friday
THEFT,RESIDENCE,False,False,1132,11.0,24.0,29.0,2001,9,1,9,Saturday
OTHER OFFENSE,STREET,False,True,2234,22.0,34.0,75.0,2002,10,7,8,Monday
THEFT,APARTMENT,False,False,832,8.0,15.0,66.0,2004,4,1,10,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,912,9.0,14.0,58.0,2004,1,1,0,Thursday
HOMICIDE,AUTO,False,False,1222,12.0,25.0,31.0,2001,1,6,8,Saturday
THEFT,RESIDENCE,False,False,2532,25.0,37.0,25.0,2003,6,1,9,Sunday
THEFT,OTHER,False,False,2211,22.0,19.0,72.0,2002,7,19,12,Friday
THEFT,RESIDENCE,True,False,822,8.0,23.0,62.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,634,6.0,21.0,49.0,2003,12,1,0,Monday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,1024,10.0,22.0,30.0,2003,1,1,0,Wednesday
NARCOTICS,SIDEWALK,True,False,725,7.0,15.0,67.0,2002,7,19,20,Friday
THEFT,RESIDENCE,False,False,332,3.0,5.0,43.0,2004,7,29,9,Thursday
THEFT,RESIDENCE,False,False,1611,16.0,41.0,10.0,2004,9,4,0,Saturday
HOMICIDE,ALLEY,True,False,524,5.0,34.0,53.0,2001,1,6,13,Saturday
THEFT,RESIDENCE,False,False,233,2.0,20.0,40.0,2003,2,21,9,Friday
THEFT,APARTMENT,False,False,1724,17.0,33.0,16.0,2004,12,4,9,Saturday
SEX OFFENSE,RESIDENCE,False,True,1024,10.0,22.0,30.0,2001,10,1,22,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,False,312,3.0,20.0,42.0,2002,2,19,20,Tuesday
THEFT,RESIDENCE,False,False,1021,10.0,24.0,29.0,2001,1,1,0,Monday
THEFT,OTHER,False,False,1513,15.0,29.0,25.0,2002,3,7,0,Thursday
THEFT,APARTMENT,False,False,835,8.0,18.0,66.0,2004,8,1,1,Sunday
THEFT,RESIDENCE,False,False,1511,15.0,29.0,25.0,2004,11,30,0,Tuesday
THEFT,RESIDENCE,False,False,1812,18.0,43.0,7.0,2001,3,15,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,912,9.0,14.0,58.0,2003,11,1,0,Saturday
THEFT,RESIDENCE,False,False,831,8.0,15.0,66.0,2002,1,1,9,Tuesday
THEFT,RESIDENCE,False,False,1634,16.0,30.0,15.0,2002,1,1,0,Tuesday
OTHER OFFENSE,RESIDENCE,False,False,1211,12.0,2.0,28.0,2001,1,1,0,Monday
HOMICIDE,STREET,True,False,2515,25.0,37.0,19.0,2001,1,6,23,Saturday
THEFT,OTHER,False,False,1013,10.0,22.0,30.0,2004,10,14,13,Thursday
THEFT,RESIDENCE,False,False,1622,16.0,45.0,11.0,2003,12,3,10,Wednesday
THEFT,RESIDENCE,False,False,934,9.0,3.0,61.0,2003,11,1,12,Saturday
THEFT,RESIDENCE,False,False,511,5.0,8.0,50.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1621,16.0,41.0,12.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,1122,11.0,27.0,23.0,2002,10,21,9,Monday
THEFT,OTHER,False,False,1122,11.0,28.0,26.0,2003,1,8,9,Wednesday
HOMICIDE,STREET,False,False,624,6.0,24.0,25.0,2001,1,7,0,Sunday
THEFT,OTHER,False,False,912,9.0,12.0,58.0,2003,2,1,0,Saturday
THEFT,APARTMENT,False,False,1135,11.0,28.0,29.0,2004,11,4,9,Thursday
THEFT,ANIMAL HOSPITAL,False,False,234,2.0,20.0,40.0,2004,8,1,0,Sunday
THEFT,HOSPITAL BUILDING/GROUNDS,False,False,1311,12.0,26.0,24.0,2004,3,1,12,Monday
THEFT,RESIDENCE,False,False,814,8.0,23.0,56.0,2003,8,25,0,Monday
THEFT,RESIDENCE,False,False,632,6.0,6.0,44.0,2003,8,1,0,Friday
THEFT,RESIDENCE,False,False,1212,12.0,27.0,28.0,2004,8,20,0,Friday
THEFT,RESIDENCE,False,False,1522,15.0,29.0,25.0,2004,1,1,0,Thursday
HOMICIDE,ABANDONED BUILDING,False,False,221,2.0,24.0,25.0,2001,1,4,22,Thursday
THEFT,RESIDENCE,False,False,2223,22.0,21.0,71.0,2002,6,21,10,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,834,8.0,18.0,70.0,2004,9,17,0,Friday
THEFT,RESIDENCE,False,False,1013,10.0,22.0,30.0,2003,4,1,12,Tuesday
DECEPTIVE PRACTICE,OTHER,False,False,1211,12.0,27.0,28.0,2004,10,14,9,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,1412,14.0,35.0,21.0,2002,8,16,0,Friday
SEX OFFENSE,RESIDENCE,False,True,2412,24.0,50.0,2.0,2003,5,1,8,Thursday
CRIMINAL DAMAGE,RESIDENCE,False,True,726,7.0,15.0,67.0,2004,8,17,3,Tuesday
SEX OFFENSE,RESIDENCE,False,False,411,4.0,8.0,45.0,2004,1,1,0,Thursday
THEFT,OTHER,False,False,1422,14.0,26.0,23.0,2004,8,1,8,Sunday
HOMICIDE,STREET,True,False,424,4.0,7.0,46.0,2001,1,9,13,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1424,14.0,32.0,24.0,2001,7,1,22,Sunday
THEFT,RESIDENCE,False,False,933,9.0,16.0,61.0,2004,4,1,0,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,1021,10.0,24.0,29.0,2004,10,10,0,Sunday
THEFT,RESIDENCE,False,False,1531,15.0,28.0,25.0,2001,1,1,9,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,414,4.0,7.0,43.0,2004,1,1,0,Thursday
THEFT,APARTMENT,False,True,711,7.0,20.0,68.0,2004,1,1,0,Thursday
THEFT,APARTMENT,False,False,2413,24.0,50.0,2.0,2002,12,1,0,Sunday
THEFT,RESIDENCE,False,False,621,6.0,17.0,69.0,2003,9,3,8,Wednesday
THEFT,RESIDENCE,False,False,412,4.0,8.0,45.0,2004,9,1,0,Wednesday
OTHER OFFENSE,RESIDENCE,False,False,2211,22.0,19.0,72.0,2003,7,1,10,Tuesday
HOMICIDE,STREET,False,False,712,7.0,24.0,25.0,2001,1,9,21,Tuesday
THEFT,RESIDENCE,False,False,533,5.0,9.0,54.0,2001,8,15,0,Wednesday
MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),False,False,414,4.0,8.0,46.0,2003,6,12,9,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2532,25.0,37.0,25.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,223,2.0,4.0,38.0,2001,6,6,0,Wednesday
THEFT,RESIDENCE,False,False,2022,20.0,48.0,77.0,2003,1,1,9,Wednesday
THEFT,APARTMENT,False,False,733,7.0,17.0,68.0,2004,5,4,9,Tuesday
HOMICIDE,STREET,True,False,1712,17.0,39.0,14.0,2001,1,10,1,Wednesday
THEFT,OTHER,False,False,1513,15.0,29.0,25.0,2002,9,23,7,Monday
THEFT,RESIDENCE,False,False,1022,10.0,24.0,29.0,2004,3,15,0,Monday
THEFT,APARTMENT,False,False,2524,25.0,35.0,22.0,2001,2,1,9,Thursday
THEFT,RESIDENCE,False,False,2521,25.0,31.0,19.0,2003,12,12,0,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,823,8.0,15.0,66.0,2003,2,9,0,Sunday
THEFT,APARTMENT,False,False,1824,18.0,43.0,8.0,2002,7,10,12,Wednesday
HOMICIDE,STREET,True,False,333,3.0,5.0,43.0,2001,1,10,20,Wednesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1124,11.0,28.0,27.0,2004,12,1,0,Wednesday
THEFT,RESIDENCE,False,False,513,5.0,9.0,49.0,2004,1,1,9,Thursday
SEX OFFENSE,RESIDENCE,False,False,1421,14.0,35.0,24.0,2001,6,15,22,Friday
SEX OFFENSE,OTHER,False,False,1421,14.0,35.0,24.0,2002,6,15,13,Saturday
THEFT,STREET,False,False,233,2.0,20.0,40.0,2004,7,1,0,Thursday
THEFT,RESIDENCE,False,False,2423,24.0,49.0,1.0,2001,4,10,15,Tuesday
HOMICIDE,APARTMENT,True,True,333,3.0,5.0,43.0,2001,1,11,4,Thursday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,2013,20.0,48.0,77.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,1821,18.0,27.0,8.0,2001,1,1,9,Monday
THEFT,RESIDENCE,False,False,1021,10.0,24.0,29.0,2002,10,3,9,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,2232,22.0,9.0,73.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,1722,17.0,38.0,16.0,2003,3,1,0,Saturday
THEFT,HOSPITAL BUILDING/GROUNDS,False,False,2122,2.0,4.0,35.0,2003,8,2,9,Saturday
HOMICIDE,APARTMENT,True,False,334,3.0,24.0,25.0,2001,1,11,14,Thursday
THEFT,JAIL / LOCK-UP FACILITY,False,False,1134,11.0,24.0,27.0,2003,4,22,6,Tuesday
THEFT,CHA APARTMENT,False,False,722,7.0,6.0,68.0,2002,7,9,0,Tuesday
THEFT,RESIDENCE,False,False,621,6.0,17.0,69.0,2002,1,1,0,Tuesday
DECEPTIVE PRACTICE,RESIDENCE,False,True,1324,12.0,26.0,24.0,2003,7,11,9,Friday
HOMICIDE,STREET,True,True,511,5.0,24.0,25.0,2001,1,11,18,Thursday
SEX OFFENSE,HOSPITAL BUILDING/GROUNDS,False,False,2024,20.0,48.0,3.0,2004,10,11,0,Monday
DECEPTIVE PRACTICE,RESIDENCE,False,False,2013,20.0,48.0,77.0,2004,1,1,8,Thursday
DECEPTIVE PRACTICE,APARTMENT,False,False,312,3.0,20.0,42.0,2004,2,3,12,Tuesday
THEFT,OTHER,False,False,1122,11.0,28.0,26.0,2004,1,1,10,Thursday
THEFT,APARTMENT,False,False,1014,10.0,24.0,29.0,2003,8,28,9,Thursday
THEFT,RESIDENCE,False,False,1133,11.0,24.0,27.0,2002,1,1,0,Tuesday
SEX OFFENSE,RESIDENCE,False,True,823,8.0,15.0,66.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,1632,16.0,38.0,17.0,2002,9,13,11,Friday
CRIMINAL DAMAGE,RESIDENCE,False,False,213,2.0,4.0,38.0,2003,9,21,13,Sunday
HOMICIDE,STREET,True,True,511,5.0,24.0,25.0,2001,1,11,21,Thursday
THEFT,RESIDENCE,False,False,1213,12.0,25.0,28.0,2004,9,1,12,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,511,5.0,8.0,50.0,2001,1,1,0,Monday
THEFT,OTHER,False,False,612,6.0,21.0,71.0,2002,8,1,0,Thursday
DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,322,3.0,20.0,69.0,2001,11,1,10,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1733,17.0,33.0,21.0,2003,2,1,0,Saturday
DECEPTIVE PRACTICE,RESIDENCE,False,False,423,4.0,7.0,48.0,2004,3,30,0,Tuesday
THEFT,RESIDENCE,False,False,2211,22.0,19.0,74.0,2002,9,24,15,Tuesday
THEFT,RESIDENCE,False,False,2413,24.0,50.0,2.0,2001,8,29,12,Wednesday
HOMICIDE,APARTMENT,True,True,1513,15.0,29.0,25.0,2001,1,11,19,Thursday
THEFT,APARTMENT,False,False,333,3.0,5.0,43.0,2003,1,10,7,Friday
THEFT,RESIDENCE,False,False,633,6.0,6.0,44.0,2002,1,17,9,Thursday
HOMICIDE,RETAIL STORE,False,False,633,6.0,6.0,44.0,2001,1,12,14,Friday
SEX OFFENSE,RESIDENCE,False,False,1133,11.0,28.0,26.0,2003,1,1,17,Wednesday
THEFT,STREET,False,False,2324,19.0,44.0,6.0,2003,9,30,20,Tuesday
CRIM SEXUAL ASSAULT,OTHER,False,False,434,4.0,10.0,51.0,2001,8,1,8,Wednesday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,2012,20.0,40.0,4.0,2004,6,17,0,Thursday
HOMICIDE,APARTMENT,True,True,1923,19.0,47.0,6.0,2001,1,13,12,Saturday
THEFT,STREET,False,False,1135,11.0,28.0,29.0,2003,4,1,0,Tuesday
THEFT,RESIDENCE,False,False,1421,14.0,1.0,24.0,2003,11,26,9,Wednesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1932,19.0,44.0,6.0,2004,12,21,0,Tuesday
THEFT,RESIDENCE,False,False,2531,25.0,29.0,25.0,2002,3,3,12,Sunday
THEFT,HOSPITAL BUILDING/GROUNDS,False,False,522,5.0,34.0,49.0,2003,9,1,9,Monday
THEFT,RESIDENCE,False,False,714,7.0,15.0,67.0,2001,1,1,12,Monday
THEFT,RESIDENCE,False,False,2122,2.0,4.0,35.0,2004,3,1,9,Monday
THEFT,RESIDENCE,False,False,1031,10.0,22.0,30.0,2003,8,1,0,Friday
THEFT,APARTMENT,False,False,421,4.0,7.0,43.0,2004,11,2,0,Tuesday
HOMICIDE,TAVERN,False,False,1532,15.0,28.0,25.0,2001,1,14,4,Sunday
THEFT,RESIDENCE,False,False,512,5.0,9.0,50.0,2001,8,1,0,Wednesday
THEFT,RESIDENCE,False,False,715,7.0,15.0,67.0,2003,1,1,0,Wednesday
HOMICIDE,STREET,True,False,2222,22.0,21.0,73.0,2001,1,14,14,Sunday
SEX OFFENSE,OTHER,False,False,823,8.0,15.0,66.0,2004,6,1,14,Tuesday
THEFT,RESIDENCE,False,False,1313,12.0,26.0,23.0,2001,10,6,9,Saturday
THEFT,RESIDENCE,False,False,1012,10.0,24.0,29.0,2004,9,1,0,Wednesday
THEFT,RESIDENCE,False,False,722,7.0,6.0,69.0,2002,8,1,0,Thursday
THEFT,RESIDENCE,False,False,2212,22.0,19.0,75.0,2003,10,21,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,524,5.0,34.0,53.0,2004,8,1,0,Sunday
THEFT,RESIDENCE,False,False,1832,18.0,42.0,8.0,2003,1,1,0,Wednesday
HOMICIDE,STREET,True,False,1013,10.0,24.0,25.0,2001,1,15,9,Monday
THEFT,RESIDENCE,False,False,2033,20.0,48.0,3.0,2004,6,1,0,Tuesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,733,7.0,17.0,68.0,2004,5,4,0,Tuesday
THEFT,RESIDENCE,False,False,2522,25.0,31.0,19.0,2003,12,7,9,Sunday
HOMICIDE,APARTMENT,True,False,932,9.0,16.0,61.0,2001,1,16,0,Tuesday
SEX OFFENSE,RESIDENCE PORCH/HALLWAY,False,False,511,5.0,9.0,49.0,2001,10,1,12,Monday
THEFT,RESIDENCE,False,False,731,7.0,6.0,69.0,2003,12,20,22,Saturday
THEFT,RESIDENCE,False,False,833,8.0,13.0,65.0,2003,9,17,0,Wednesday
THEFT,RESIDENCE,False,False,332,3.0,5.0,43.0,2003,6,4,0,Wednesday
HOMICIDE,RESTAURANT,True,False,1111,11.0,28.0,25.0,2001,1,16,1,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1712,17.0,39.0,14.0,2001,3,8,0,Thursday
SEX OFFENSE,RESIDENCE,False,False,421,4.0,7.0,43.0,2004,12,1,0,Wednesday
THEFT,FACTORY/MANUFACTURING BUILDING,False,False,2525,25.0,26.0,22.0,2002,1,2,8,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1512,15.0,29.0,25.0,2003,1,1,0,Wednesday
HOMICIDE,STREET,True,True,623,6.0,24.0,25.0,2001,1,16,9,Tuesday
THEFT,APARTMENT,False,False,2022,20.0,48.0,77.0,2003,2,1,0,Saturday
HOMICIDE,AUTO,False,False,1113,11.0,28.0,25.0,2001,1,18,22,Thursday
THEFT,APARTMENT,False,False,1624,16.0,45.0,15.0,2003,3,1,10,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,915,9.0,16.0,63.0,2002,10,1,0,Tuesday
